start_tick,end_tick,seconds,target,node_count,nodes_considered,predicted_ticks,path_geometry,travel,endpoint_distance,travel_to_endpoint_ratio,unfinished
31,33,0.1,,21,3860,155.57278010056885,30.62896860423609,0.32436043967459227,0.3045008330427663,,
40,41,0.05,,22,5550,169.27462698619286,32.85846387211638,0.09799566073461402,0.053505636975855114,,
42,47,0.25,,18,2966,144.7170238265916,27.615823184997097,0.7471040354485907,0.829299845953631,,
65,78,0.65,,19,3301,145.3444790492935,25.52733584216013,2.997800016694345,2.1523152152524387,1.3928257327041855,
82,84,0.1,,14,962,102.25771925282605,20.224050256948424,0.8739255835885147,0.587760113167242,,
101,103,0.1,,20,2207,129.8579517747365,25.30441328389933,0.753200816054763,0.5813360152122143,,
114,241,6.35,,25,4082,152.57501523370505,32.86118637758232,32.151058978657495,16.563637394192007,1.941062715483688,
