start_tick,end_tick,seconds,target,node_count,nodes_considered,predicted_ticks,path_geometry,travel,endpoint_distance,travel_to_endpoint_ratio,unfinished
5,240,11.75,"[1138, 70, 124]",14,325,78.9696997191767,16.714776642118863,33.0735569384935,11.626249910313426,2.8447312928612156,
242,268,1.3,"[1134, 75, 133]",9,539,89.67271531115374,14.22677276241436,4.416005807800408,3.2892592333450272,1.3425532907327375,
276,277,0.05,"[1134, 75, 133]",2,1,0.0,1.0,0.028387514281402116,0.015499584597971591,,
278,336,2.9,"[1134, 75, 133]",5,193,56.7794379273342,9.39834563766817,12.930784755946393,6.660358808119979,1.941454676613191,
343,351,0.4,"[1134, 75, 133]",2,6,19.06193790133015,1.0,1.3041548914008796,1.2560971293671193,1.038259590687843,
410,414,0.2,"[1138, 70, 124]",3,12,22.095179412196405,2.0,0.7000237931186154,0.6466028670891575,,
415,493,3.9,"[1138, 70, 124]",13,189,80.97778731762395,18.81913190966076,21.04613885377134,10.75784084022766,1.9563534324724177,
521,523,0.1,,2,2,3.5637918745545254,1.0,0.12740000961821757,0.19696042294939103,,
531,684,7.65,"[1154, 70, 125]",16,2164,149.3921814370594,23.72134935173836,30.481522475810348,15.855397996473645,1.9224697155246218,
721,782,3.05,"[1158, 75, 133]",8,144,66.7212535125624,12.877054302287245,14.647312977247445,10.093593711951428,1.4511494513499328,
809,810,0.05,"[1159, 75, 133]",2,9,18.53138753764188,1.0,0.0,0.0,,
810,824,0.7,"[1159, 75, 133]",3,29,33.706338531553534,3.6502815398728847,2.9107515766741154,2.286732226132666,1.272886935956115,
825,834,0.45,"[1159, 75, 133]",2,3,6.63284688441047,1.4142135623730951,1.640180734614872,1.1373734463283733,1.4420775690778103,
865,872,0.35,"[1163, 76, 135]",2,9,18.53138753764188,1.0,0.14467974307374826,0.15543513469747566,,
873,886,0.65,"[1163, 76, 135]",5,27,29.75331352499373,4.0,3.0400803521963917,2.967331384882924,1.0245166305604043,
895,901,0.3,"[1163, 76, 135]",2,14,19.06193790133015,1.0,1.2491870787446828,1.252203340253729,0.9975912366529585,
944,946,0.1,"[1162, 77, 135]",3,47,43.06277507528376,2.414213562373095,0.0,0.0,,
948,949,0.05,"[1162, 77, 135]",4,23,31.94673137405087,3.414213562373095,0.09800000402681304,0.05350800841363026,,
949,958,0.45,"[1162, 77, 135]",3,3,12.88479347272072,2.414213562373095,1.478805335452525,1.305443347225833,1.1327993195530848,
960,990,1.5,"[1162, 77, 135]",3,32,31.16423442205235,2.8284271247461903,3.8106442105227,2.0550077402870928,1.8543210985620608,
1032,1145,5.65,"[1174, 70, 129]",16,1137,123.41500542262736,20.72134935173836,21.174757987770914,13.174603513730716,1.607240625169657,
1145,1146,0.05,"[1174, 70, 129]",2,2,9.321001598166195,1.4142135623730951,0.0695604130770571,0.0379799899515643,,
1154,1161,0.35,"[1174, 70, 129]",2,2,9.321001598166195,1.4142135623730951,1.0173733951050115,1.0164079370253989,1.0009498726293284,
1164,1168,0.2,"[1174, 70, 129]",2,2,9.321001598166195,1.4142135623730951,0.4396032727283623,0.5291548718241985,,
1196,1197,0.05,"[1170, 70, 117]",3,3,7.127583749109051,2.0,0.0,0.0,,
1206,1287,4.05,"[1170, 70, 117]",15,191,93.71704547836529,17.65685424949238,19.032920987662205,13.778086211127672,1.3813907603721147,
1327,1478,7.55,"[1154, 70, 93]",27,813,146.5795515900325,35.106125662588596,37.19407705156405,28.534770409765553,1.3034650889931463,
1518,1746,11.4,"[1134, 75, 101]",29,6087,166.5033795650771,36.13556291411145,33.88661812877328,17.011405544105788,1.99199402077123,
1781,1872,4.55,"[1134, 75, 101]",13,1106,96.685537046123,18.071067811865476,21.270696300961994,9.809250074673207,2.1684324631381795,
1879,1887,0.4,"[1134, 75, 101]",2,8,19.06193790133015,1.0,1.3041552617519618,1.2560971811013475,1.0382598427682777,
1948,1951,0.15,"[1122, 70, 117]",2,2,3.5637918745545254,1.0,0.3243604369441644,0.43190084122287425,,
