start_tick,end_tick,seconds,target,node_count,nodes_considered,predicted_ticks,path_geometry,travel,endpoint_distance,travel_to_endpoint_ratio,unfinished
725,730,0.25,"[1133, 67, 125]",2,2,3.5637918745545254,1.0,0.19696043190932394,0.2349404237273635,,
731,750,0.95,"[1133, 67, 125]",2,24,19.06193790133015,1.0,1.5393523791977621,1.2885325627659547,1.1946553961301525,
777,811,1.7,"[1133, 68, 126]",2,58,34.3119376289183,1.0,1.4799825922937657,0.7967356006687112,,
815,821,0.3,"[1133, 68, 125]",2,18,19.06193790133015,1.0,1.2491870787446828,1.252203340253729,0.9975912366529585,
866,867,0.05,"[1132, 69, 125]",2,2,9.127583749109052,2.23606797749979,0.0,0.0,,
871,886,0.75,"[1132, 69, 125]",2,11,20.53138753764188,1.4142135623730951,1.9054095582124229,1.2442810876015487,1.5313336971835296,
911,924,0.65,"[1132, 70, 126]",2,4,16.257846748204546,1.4142135623730951,0.0,0.0,,
927,934,0.35,"[1131, 70, 126]",2,2,6.63284688441047,1.4142135623730951,1.482831567248327,1.2151992664678044,1.2202373784823324,
964,991,1.35,"[1131, 70, 127]",4,13,27.502733243526933,5.576491222541475,6.155155146965333,4.602953519493005,1.3372186186323463,
992,1002,0.5,"[1131, 67, 124]",2,20,19.06193790133015,1.0,1.2649847414957727,1.2522265268956907,1.0101884238403014,
1039,1040,0.05,"[1131, 67, 123]",2,10,18.53138753764188,1.0,0.0,0.0,,
1041,1058,0.85,"[1131, 67, 123]",2,24,25.164234422052353,2.0,4.013879801028751,2.1747109108963065,1.845707298803422,
1059,1090,1.55,"[1131, 67, 123]",3,26,29.79708130646282,3.0,4.637283047693614,2.2362185939157806,2.073716344328126,
1102,1110,0.4,"[1131, 66, 123]",3,3,8.603754677024572,2.414213562373095,1.5901019320209167,1.662327907981786,0.9565513063854182,
1120,1142,1.1,"[1131, 66, 123]",5,16,21.48854814974529,4.82842712474619,4.726998475247014,3.259587811879992,1.4501828906154492,
